bulbasaur,"A strange seed was planted on its back at birth. The plant sprouts and grows with this POKéMON."
karrablast,"전기 에너지에 반응하는 이상한 체질을 지녔다. 쪼마리와 함께 있으면 진화한다."
escavalier,"Il vole à toute vitesse et frappe tout ennemi de ses lances pointues. Il combat bravement contre les plus forts que lui."
foongus,"Grâce à sa ressemblance mystérieuse avec une Poké Ball, il attire ses ennemis et relâche des spores empoisonnées."
amoonguss,"Il danse en faisant tournoyer les coupoles en forme de Poké Ball de ses bras pour attirer ses proies."
frillish,"Il s’enfonce dans les profondeurs de la mer en emmenant son ennemi, qu’il ligote avec ses bras fins comme des voiles."
jellicent,"Les bateaux qui s’aventurent sur son territoire coulent, et Moyade aspire l’énergie vitale des marins."
alomomola,"They float upon the open sea. Many water Pokémon gather in the area around Alomomola."
joltik,"Les Statitik qui vivent en ville ont appris à aspirer le courant depuis les prises électriques des maisons."
galvantula,"Quand on l’attaque, il projette une multitude de fils électrifiés pour créer une barrière électrique."
ferroseed,"Quand il sent un danger, il réagit en projetant toutes ses épines d’un coup et s’enfuit en roulant sur lui-même."
ferrothorn,"Il combat avec ses trois tentacules épineux. Un coup de ses épines d’acier peut briser en deux de gros rochers."
klink,"La compatibilité entre ses deux rouages est prédéterminée. Ceux-ci ne se fixeront à aucun autre."
klang,"Ils communiquent entre eux en changeant leur sens de rotation. Plus ils sont en colère, plus ils tournent vite."
klinklang,"Son noyau rouge lui permet d’accumuler de l’énergie qu’il projette ensuite aux alentours grâce à ses pics."
tynamo,"Tout seuls, ils ne dégagent pas beaucoup d’électricité, mais un banc d’Anchwatt produit la même puissance qu’un éclair."
eelektrik,"Ses taches rondes émettent de l’électricité. Il s’enroule autour de ses proies et les électrocute."
eelektross,"Il peut sortir de l’eau à la force de ses bras pour attraper des proies sur la rive. Il retourne à l’eau en un instant."
elgyem,"Avec son puissant pouvoir psychique, il peut compresser le cerveau de ses ennemis et déclencher des migraines."
beheeyem,"Il peut manipuler les souvenirs de ses ennemis et fait clignoter ses doigts tricolores pour discuter avec ses amis."
litwick,"Sa flamme brûle en consumant l’énergie vitale des gens et des Pokémon."
lampent,"Un Pokémon craint pour être de mauvais augure. Il erre dans les villes à la recherche d’âmes de défunts."
chandelure,"Il brûle en aspirant les âmes, et hypnotise ses ennemis en faisant osciller les flammes de ses bras."
axew,"木の実を　キバで　砕いて　食べる。 何回も　生え変わることで 強く　鋭い　キバに　なる。"
fraxure,"Comme ses crocs brisés ne repoussent pas, il les aiguise après le combat grâce à une pierre ramassée près d’un fleuve."
haxorus,"Il est doux, mais ne pardonne pas à ceux qui viennent saccager son territoire. Ses crocs peuvent découper de l’acier."
cubchoo,"Quand il est malade, sa goutte au nez dégèle et ses capacités de type Glace deviennent moins efficaces."
beartic,"Il fait lui-même geler son haleine. Il est bon nageur et sillonne les mers du nord à la recherche de ses proies."
cryogonal,"Si sa température monte, il se dissipe en vapeur d’eau et disparaît. Quand elle diminue, il redevient de glace."
shelmet,"Quand on l’attaque, il referme sa visière pour se défendre, et projette un poison visqueux."
accelgor,"Quand son corps s’assèche, il faiblit. Il s’en prémunit en s’enroulant dans plusieurs couches d’une fine muqueuse."
stunfisk,"Sa peau est si dure qu’il peut se faire piétiner par un sumo sans rien sentir. Il sourit en émettant de l’électricité."
mienfoo,"Il découpe ses ennemis avec ses griffes acérées et les terrasse avec ses enchaînements de coups hyper fluides."
mienshao,"Il se sert des poils de ses pattes antérieures comme de fouets. Ses coups ultrarapides sont invisibles à l’œil nu."
druddigon,"Il utilise ses ailes pour emmagasiner la chaleur du soleil. Si la température de son corps baisse, il ne peut plus bouger."
golett,"Il se meut grâce à l’énergie stockée dans son corps. Personne ne sait d’où vient cette énergie mystérieuse."
golurk,"Il vole à la vitesse du son. Si le sceau sur sa poitrine est retiré, il perd tout contrôle de lui-même."
pawniard,"Tout son corps est fait de lames. Si une lame s’émousse, il va l’aiguiser contre une pierre au bord d’une rivière."
bisharp,"Ils dirigent les groupes de Scalpion. Ils se battent pour la suprématie sur le groupe, et les perdants en sont exclus."
bouffalant,"Son pelage fourni absorbe les chocs et lui permet d’asséner sans broncher le plus violent des coups de tête."
rufflet,"Il casse les Baies avec ses serres. Il combat courageusement, quelle que soit la force de l’adversaire."
braviary,"Pour les siens, il combat au mépris du danger. Il est capable de soulever une voiture haut dans le ciel."
vullaby,"Ses ailes sont trop petites pour lui permettre de voler. Quand l’évolution approche, il sort lui-même de sa coquille."
mandibuzz,"Il construit des nids en os. Il attrape les proies affaiblies avec ses serres et les transporte allègrement au nid."
heatmor,"Il aspire de l’air par la queue et entretient un brasier dans son corps. C’est le prédateur des Fermite."
durant,"Ils portent une armure de fer et se regroupent pour contrer les attaques de leurs prédateurs, les Aflamanoir."
deino,"Il mord tout ce qui bouge, et mange tout ce qu’il trouve. Il vaut mieux éviter de s’en approcher."
zweilous,"Ses deux têtes s’entendent mal. Même en mangeant, elles se cherchent des noises et dévorent à qui mieux mieux."
hydreigon,"Un Pokémon violent qui patrouille le ciel avec ses six ailes et se jette sur tout ce qui bouge, pensant voir un ennemi."
larvesta,"On dit que ce Pokémon serait né du soleil. Lorsqu’il évolue, tout son corps est enveloppé de flammes."
volcarona,"On dit que quand le ciel s’est obscurci à cause des cendres d’un volcan, le feu d’un Pyrax aurait remplacé le soleil."
cobalion,"Un Pokémon légendaire qui a combattu les humains pour protéger les Pokémon. Il est d’un naturel calme et posé."
terrakion,"Il a combattu les humains pour protéger les Pokémon ayant perdu leur foyer à cause de leurs guerres fratricides."
virizion,"Il a défié les humains pour protéger les siens. Son nom est resté dans la légende."
tornadus,"Le bas de son corps est entouré d’une masse d’énergie semblable à un nuage. Il vole dans le ciel à 300 km/h."
thundurus,"Les terres qu’il a survolées sont recouvertes d’innombrables traces des éclairs qu’il y a fait tomber."
reshiram,"Un Pokémon mythique. Il projette de sa queue un tourbillon de flammes capable de tout emporter."
zekrom,"Sa queue produit de l’électricité. Il dissimule son corps dans un nuage électrique et plane dans le ciel d’Unys."
landorus,"Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”"
kyurem,"Son corps produit une énergie à très basse température, mais le souffle  glacé qu’il exhale l’a gelé lui-même."
keldeo,"Il projette de l’eau depuis ses sabots et se déplace ainsi à grande vitesse. Sa botte secrète est le coup de sabot."
meloetta,"Sa voix si particulière lui permet de chanter des mélodies qui ensorcellent les gens et modifient leurs émotions."
genesect,"Il y a 300 millions d’années, il était craint comme l’ultime prédateur. Il a été modifié par la Team Plasma."
chespin,"ふだん　やわらかい　あたまの　トゲは ちからを　こめると　するどく　とがり いわをも　つらぬくほど　かたくなる。"
quilladin,"からだを　おおう　がんじょうな　カラが てきの　こうげきを　はじきかえし するどい　トゲで　はんげきする。"
chesnaught,"たいあたりで　５０トンの　せんしゃを ひっくりかえす　パワー。じぶんが たてと　なって　なかまを　まもる。"
fennekin,"こえだを　たべると　げんきになって せっし２００どを　こえる　ねっきを おおきな　みみから　ふきだす。"
braixen,"きのえだを　しっぽに　さしている。 しっぽの　けの　まさつねつで えだに　ひをつけて　たたかう。"
delphox,"つえの　せんたんで　もえる　ほのおを みつめて　せいしんとういつすると みらいの　できごとを　みとおせる。"
froakie,"むねと　せなかから　あわを　だす。 だんりょくのある　あわで　こうげきを うけとめて　ダメージを　へらす。"
frogadier,"あわで　つつんだ　こいしを　なげる わざを　つかう。３０メートル　さきの あきかんに　あてる　コントロール。"
greninja,"みずを　あっしゅくして　しゅりけんを つくりだす。こうそくかいてんさせて とばすと　きんぞくも　まっぷたつ。"
bunnelby,"おおきな　みみで　じめんを　ほって すあなを　つくる。ひとばんじゅう やすまずに　ほりつづけられる。"
diggersby,"おおきな　みみは　１トンを　こえる いわを　らくに　もちあげる　パワー。 こうじげんばで　だいかつやくする。"
fletchling,"ひとなつっこい　せいかく。うつくしい さえずりと　おばねを　ふる　うごきで なかまに　あいずを　おくる。"
fletchinder,"ひのこを　クチバシから　とばして くさむらを　こがし　おどろいて とびだした　えものを　つかまえる。"
talonflame,"はげしい　たたかいで　こうふんすると ぜんしんの　うもうの　すきまから ひのこを　ふきだして　ひこうする。"
scatterbug,"とりポケモンに　おそわれると くろい　こなを　まきちらす。 ふれると　マヒする　どくのこなだ。"
spewpa,"しげみの　かげに　かくれて　くらす。 てきに　おそわれると　からだの　けを するどく　さかだてて　いかくする。"
vivillon,"せかいには　さまざまな　はねもようの ビビヨンがいる。すんでいる　とちの きこうが　えいきょうしているようだ。"
litleo,"つよい　あいてに　たちむかうときほど たてがみが　こうおんになり ぜんしんに　ちからが　みなぎるのだ。"
pyroar,"むれの　なかで　いちばん　おおきな ほのおの　たてがみを　もつ　オスが リーダーとして　なかまを　ひきいる。"
flabebe,"はなの　ひめた　ちからを　ひきだして じざいに　あやつる。フラベベが　もつ はなは　もはや　からだの　いちぶだ。"
floette,"はなばたけを　とびまわり　かれかけた はなを　せわする。はなの　ひめられた ちからを　ひきだして　たたかう。"
florges,"テリトリーは　みごとな　はなぞの。 くさばなが　はなつ　エネルギーを あびて　じぶんの　パワーにするのだ。"
skiddo,"ひとと　くらすようになった さいしょの　ポケモンと　いわれる。 おだやかな　せいかくの　ポケモン。"
gogoat,"ツノを　にぎる　わずかな　ちがいから トレーナーの　きもちを　よみとるので いったいとなって　はしれるのだ。"
pancham,"てきに　なめられないよう　がんばって にらみつけるが　こうかは　うすい。 くわえた　はっぱが　トレードマーク。"
pangoro,"以腕力为傲的野性的宝可梦。 性格豪爽， 因此迷恋它的训练家也很多。"
furfrou,"복슬복슬한 털을 깎고 다듬으면 모습이 아름다워질 뿐만 아니라 몸의 움직임도 좋아진다."
espurr,"きょうりょくな　サイコパワーが もれださないように　ほうしゅつする きかんを　みみで　ふさいでいるのだ。"
meowstic,"きけんが　せまると　みみを　もちあげ １０トン　トラックを　ひねりつぶす サイコパワーを　かいほうする。"
honedge,"ししゃの　たましいが　こだいの つるぎに　やどって　うまれたらしい。 ひとに　とりつき　いのちを　すう。"
doublade,"しんかして　２ほんに　ぶんれつした。 テレパシーで　かいわして　れんけい こうげきで　てきを　きりきざむ。"
aegislash,"堅盾劍怪曾經用強大的靈力 控制人和寶可夢，建立了 適合自己生活的國家。"
spritzee,"かいだ　ものを　うっとりさせる かおりを　からだから　ただよわせる。 たべた　もので　かおりが　かわる。"
aromatisse,"さまざまな　においを　つくりだす。 あいての　いやがる　においを　だして たたかいを　ゆうりに　すすめるのだ。"
swirlix,"わたあめのような　あまくて　ベタつく しろい　いとを　だして　あいてを からめとり　うごきを　ふうじる。"
slurpuff,"わずかな　においでも　かぎわける びんかんな　きゅうかくを　いかして パティシエの　てつだいを　している。"
inkay,"Éblouis par les points lumineux qui clignotent sur son corps, les ennemis perdent toute envie de se battre."
malamar,"ポケモンで　いちばん　きょうりょくな さいみんじゅつを　つかう。あいてを いのままに　あやつってしまうのだ。"
binacle,"２ひきの　カメテテが　ひとつの いわで　くらす。ケンカすると どちらかが　ほかの　いわに　うつる。"
barbaracle,"しんかのとき　２ひきの　カメテテが ７ひきに　ぶんれつした　ポケモン。 ７ひきぶんの　パワーで　たたかう。"
skrelp,"くさった　かいそうに　ぎたいする。 きづかずに　ちかよってきた　えものに どくえきを　あびせて　しとめる。"
dragalge,"タンカーの　せんたいを　くさらせる もうどくを　なわばりに　はいりこんだ ものに　みさかいなく　はきかける。"
clauncher,"おおきな　ハサミから　あっしゅくした みずを　ピストルのように　うちだし とんでいる　えものを　うちおとす。"
clawitzer,"みずの　ほうだんを　はっしゃする きょだいな　ハサミを　もつ。 タンカーの　せんたいを　うちぬくぞ。"
helioptile,"さばくで　せいかつする。たいようの ひかりを　あびて　はつでんすれば エサを　たべなくても　へいきなのだ。"
heliolisk,"エリマキを　ひろげて　はつでんする。 エレザード　１ぴきで　こうそうビルで ひつような　でんきを　つくれるのだ。"
tyrunt,"かせきから　ふっかつした　ポケモン。 きにいらない　ことが　あると かんしゃくを　おこして　おおあばれ。"
tyrantrum,"The king of the ancient world, it can easily crunch a car with the devastating strength of its enormous jaws."
amaura,"１おくねんまえから　こおりづけに なっていた　からだの　いちぶから ふっかつした　こだいの　ポケモン。"
aurorus,"マイナス１５０どの　れいきを ひしがたの　けっしょうから　だして てきを　つつみ　こおりづけにする。"
sylveon,"リボンのような　しょっかくから きもちを　やわらげる　はどうを おくりこみ　たたかいを　やめさせる。"
hawlucha,"たいかくは　こがらだが　カイリキーや ハリテヤマなど　おおきな　ポケモンと ごかくに　たたかう　テクニシャン。"
dedenne,"ヒゲが　アンテナの　やくわり。 でんぱを　そうじゅしんして　とおくの なかまと　れんらくを　とりあうのだ。"
carbink,"ちかふかくの　こうおん　こうあつな かんきょうで　うまれた。あたまの いしから　エネルギーを　はなつ。"
goomy,"いちばん　よわい　ドラゴンポケモン。 ヌメヌメの　からだが　かわかないよう ジメジメした　ひかげで　くらす。"
sliggoo,"なんでも　とかしてしまう　ねんえきを ぶんぴつして　てきを　げきたいする。 めだまは　たいかして　みえていない。"
goodra,"Ce Pokémon Dragon peu farouche aime faire la fête à son Dresseur adoré, le couvrant au passage de sa bave collante."
klefki,"Dieses Pokémon sammelt eifrig Schlüssel, mit denen es wild herumfuchtelt, um Gegner abzuschrecken."
phantump,"くさった　きりかぶに　たましいが やどり　ポケモンに　なった。 ひとの　よりつかない　もりに　すむ。"
trevenant,"ほかの　きぎを　じざいに　あやつる。 もりを　あらす　にんげんは　しぬまで もりから　でられないようにするのだ。"
pumpkaboo,"Irrbis der Größe S geleiten am liebsten wandelnde Seelen von Kindern ins Jenseits."
gourgeist,"しんげつの　よるに　ぶきみな　こえで うたいながら　まちなかを　さまよう。 その　うたを　きくと　のろわれる。"
bergmite,"からだを　おおう　こおりが　てきの こうげきを　ふせぐ。わられても れいきで　すぐに　こおりを　はる。"
avalugg,"こおりついた　からだは　こうてつの ように　かたい。たちふさがる　ものを きょたいで　おしつぶし　いどうする。"
noibat,"まっくらな　どうくつで　くらす。 ２０まんヘルツの　ちょうおんぱを おおきな　みみから　はっしゃする。"
noivern,"つきあかりすら　ない　やみよを　とび ゆだんしている　えものを　おそう。 くらやみの　たたかいでは　むてきだ。"
xerneas,"えいえんの　いのちを　わけあたえると いわれている。じゅもくの　すがたで １０００ねん　ねむり　ふっかつする。"
yveltal,"つばさと　おばねを　ひろげて　あかく かがやくとき　いきものの　いのちを すいとる　でんせつの　ポケモン。"
zygarde,"カロスちほうの　せいたいけいが くずれると　すがたを　あらわして ひめた　ちからを　はっきするらしい。"
diancie,"メレシーの　とつぜんへんい。 ピンクいろに　かがやく　からだは せかいいち　うつくしいと　いわれる。"
hoopa,"くうかんを　ゆがめる　リングで あらゆる　ものを　はなれた　ばしょへ とばしてしまう　トラブルメーカー。"
volcanion,"すいじょうきを　ふきだして　じぶんの すがたを　のうむで　かくす。ひとの たちいらない　やまに　すむと　いう。"
rowlet,"けいかいしんが　つよい。　ひるは こうごうせいで　ちからを　ためて よるに　なったら　かつどうかいし。"
dartrix,"きどりやで　ひまが　あれば　つばさの ていれ。　うもうの　よごれが　きに なりすぎて　たたかえないことも。"
decidueye,"つばさに　しこまれた　やばねを つがえてはなつ。　１００メートルさきの こいしも　つらぬく　せいど。"
litten,"不喜歡流露感情，喜歡獨處。 要取得牠的信任，需要花不少時間。"
torracat,"くびの　つけねに　ほのおの　スズが ある。　ほのおが　ふきだすとき リンリンと　たかいおとが　なる。"
incineroar,"當牠燃起鬥志的時候， 腰部周圍的火焰也會 燃燒得特別猛烈。"
popplio,"코로 부풀리는 벌룬은 매일 연습을 반복하면서 조금씩 커진다."
brionne,"ダンスが　とくいで　おどりながら つぎつぎに　みずの　バルーンを つくりだし　てきに　ぶつけるぞ。"
primarina,"みずのバルーンを　うたで　あやつる。 そのメロディは　なかまに　まなび だいだい　むれに　ひきつがれていく。"
pikipek,"びょうかん１６れんだ　で　きを　つつき あなを　ほる。　あけた　あなは　エサを しまう　ちょぞうこや　すに　つかう。"
trumbeak,"クチバシに　くった　きのみの　タネを ためこむ。　てきや　えものに であうと　いっきに　はっしゃする。"
toucannon,"クチバシを　はつねつさせ　たたかう。 そのおんどは　１００どを　ゆうに　こえ つつかれるだけで　おおやけど。"
yungoos,"するどいキバで　なんにでも　かみつく。 もともと　アローラには　すんでおらず ほかのちほうから　つれてこられた。"
gumshoos,"えものの　こんせきを　みつけると ねばりづよく　そのばに　はりこむが ひぐれには　うつらうつら　している。"
grubbin,"じょうぶな　アゴで　じゅもくを けずり　じゅえきを　すする。 ふだんは　じめんの　なかで　くらす。"
charjabug,"たいないに　ちくでんきのうを　もつ。 キャンプの　ときなど　１ぴき　いると とても　ありがたい　ポケモンだ。"
vikavolt,"とびまわって　スキを　うかがう。 でんきエネルギーを　おおきなアゴで しゅうそくさせ　てきに　はっしゃ。"
crabrawler,"ハサミで　じゃくてんを　ガードしつつ スキを　うかがい　パンチを　はなつ。 まけたほうは　アワを　ふいて　ダウン。"
crabominable,"トップを　めざすはずが　ゆきやまに まよいのぼり　さむさに　たえるうちに けが　はえてきて　しんかしていた。"
oricorio,"はねを　うちあわせて　はっか。 かれいな　ステップを　ふみながら はげしい　ほのおを　あびせかけるぞ。"
cutiefly,"花粉和花蜜是萌虻的最爱。 为了采集幼棉棉的花粉， 萌虻会在它们附近飞来飞去。"
ribombee,"かふんを　まるめ　だんごを　つくる。 しょくよう　から　せんとうよう　まで たくさんの　しゅるいが　あるよ。"
rockruff,"よく　なつくので　しょしんしゃに おすすめのポケモンと　いわれるが そだつと　きしょうは　あらくなる。"
lycanroc,"すばやく　うごき　てきを　まどわす。 ツメや　キバの　ほか　タテガミの とがった　いわも　ぶきの　ひとつ。"
wishiwashi,"因为很弱小，所以会群体行动。 但也经常能见到走散后 独自１只在游泳的样子。"
mareanie,"あたまに　ある　どくトゲで　えものを ズブリ。よわったところを　１０ぽんの しょくしゅで　とらえ　とどめを　さす。"
toxapex,"１２ほんのあしで　かいていを　はう。 ドヒドイデの　はったあとには サニーゴのカスが　ちらばっている。"
mudbray,"あしに　まとわりついた　ドロが グリップに　なり　ちからづよい はしりを　じつげん　しているのだ。"
mudsdale,"くちから　はく　ドロは　かたまると あめかぜにも　つよいので　むかしの いえの　かべには　よくぬられている。"
dewpider,"エサを　もとめ　ちじょうに　あがる。 すいほうを　かぶるのは　こきゅうと やわらかい　あたまを　まもるため。"
araquanid,"与外表不同，非常体贴。 发现弱小的伙伴后， 会让对方进入水泡，保护它。"
fomantis,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep."
lurantis,"あざやかな　たいしょくを　たもつには ひじょうに　てまが　かかるが　それを しゅみにする　こうずかも　いるのだ。"
morelull,"てんめつしながら　ひかる　ほうしを あたりに　ばらまく。　そのひかりを みたものは　ふかいねむりに　おちる。"
shiinotic,"喷出闪烁的孢子诱使对方睡眠。 会吸取睡着了的猎物的精气。"
salandit,"たいえきを　もやし　どくガスを　たく。 ガスを　すった　てきが　フラフラに なったあと　おそいかかるのだ。"
salazzle,"对于没有猎获食物的夜盗火蜥， 焰后蜥会用喷火的手掌猛烈地 打它们的耳光，以作惩罚。"
stufful,"あいくるしい　みためだが　おこって ジタバタする　てあしに　ぶつかると プロレスラーでも　ふっとばされる。"
bewear,"あっとうてきな　きんりょくを　もつ ひじょうに　きけんな　ポケモン。 せいそくちは　きほん　たちいりきんし。"
bounsweet,"おいしそうな　かおりが　からだから もれだしている。　においに　さそわれた ドデカバシに　まるのみに　される。"
steenee,"みを　まもるため　ヘタが　はったつ。 かなりの　かたさで　とりポケモンに つつかれても　ぜんぜん　へいきだ。"
tsareena,"あしを　いかした　けりが　とくい。 たおした　あいてを　あしげに　して たかわらいで　しょうりを　アピール。"
comfey,"えいようまんてんの　ツルに　はなを くっつける。　はなは　かっせいかし かぐわしい　アロマが　ただよいだす。"
oranguru,"ひじょうに　かしこいことで　しられる。 みじゅくな　トレーナーは　みくだす ベテランむけの　ポケモンだぞ。"
passimian,"２０ぴきぜんごの　グループを　つくる。 そのけっそくは　ひじょうに　かたく ぜったい　なかまを　みすてない。"
wimpod,"おくびょうで　たくさんの　あしを ばたつかせ　ひっしに　にげまわる。 にげたあとは　ピカピカ　きれい。"
golisopod,"するどく　きょだいな　ツメで いっせん。　くうきや　かいすいさえ いっとうりょうだんの　うでまえ。"
sandygast,"いきだおれたものの　おんねんが こどもが　つくった　すなやまに とりつき　たんじょう　したのだ。"
palossand,"ひとを　あやつり　すなのやまを すなのしろまで　しんか　させた。 のろいの　ちからも　あがっている。"
pyukumuku,"ビーチなど　あさい　うみに　すむ。 からだから　たいないきかんを　だして エサを　とったり　てきと　たたかう。"
type-null,"おもい　せいぎょマスクを　つけており ほんらいの　のうりょくを　だせない。 とくべつな　ちからを　ひめている。"
silvally,"각성한 능력에 따라 장비한 메모리에 맞춰 풀타입으로 변화했다."
minior,"もともと　オゾンそうに　すんでおり からだの　カラが　おもくなると ちじょうに　むかって　おちてくる。"
komala,"ねたまま　うまれ　ねたまま　しぬ。 すべての　こうどうは　みている ゆめに　よる　ねぞう　らしい。"
turtonator,"せなかの　こうらは　ばくはつぶつ。 うっかり　なぐれば　だいばくはつ。 おなかの　あなが　じゃくてん。"
togedemaru,"せなかの　ハリの　けは　ふだんは ねている。　こうふんすると　さかだち おそってくる　てきを　つきさすのだ。"
mimikyu,"しょうたいふめい。　ボロきれの なかみを　みた　とある　がくしゃは きょうふの　あまり　ショックしした。"
bruxish,"あたまの　とっきから　サイコパワーを はなつとき　とても　みみざわりな はぎしりの　おとが　あたりに　ひびく。"
drampa,"こころやさしい　せいしつ。　だが いちど　いかりに　かられると　はげしい いぶきで　あたりを　はかい　しつくす。"
dhelmise,"녹색의 해초를 휘감아 생기를 빨아들인다. 주로 고래왕처럼 몸집이 큰 것을 노린다."
jangmo-o,"ウロコを　たたき　きもちを　つたえる。 ジャラコの　すむ　こうざんでは きんぞくおんが　こだまする。"
hakamo-o,"おたけびと　ともに　えものに とびかかる。　ウロコの　パンチは あいてを　ズタズタに　ひきさくぞ。"
kommo-o,"てきを　みると　しっぽの　ウロコを ジャラジャラ　ならして　いかく。 よわいものは　あわてて　にげだす。"
tapu-koko,"こうきしんおうせいな　メレメレの まもりがみ。　かみなりぐもを　よび いかずちを　からだに　ためこむ。"
tapu-lele,"むじゃきで　ざんこくな　アーカラの まもりがみ。　はなの　かぐわしい かおりが　エネルギーの　みなもと。"
tapu-bulu,"たいぼくを　ひきぬき　ブンブン ふりまわす。　くさきを　しげらせて そのエネルギーを　きゅうしゅうする。"
tapu-fini,"ふかいきりで　てきを　まどわせ じめつさせる　おそろしさを　もつ。 かいりゅうが　エネルギーの　みなもと。"
cosmog,"はかない　ガスじょうの　からだ。 たいきの　チリを　あつめながら ゆっくりと　せいちょうしていく。"
cosmoem,"しんだように　まったく　うごかないが ふれると　ほのかに　あたたかい。 おおむかしは　ほしのマユと　よばれた。"
solgaleo,"べつせかいに　すむと　いわれる。 ぜんしんから　はげしいひかりを　はなち やみよも　まひるのように　てらすのだ。"
lunala,"コスモッグが　しんかした　♀だと いわれる。　だい３の　めが　うかぶとき べつせかいへと　とびさっていく。"
nihilego,"なぞに　つつまれた　ＵＢの　いっしゅ。 まちゆく　ひとが　きせいされ あばれだす　すがたが　もくげきされた。"
buzzwole,"べつせかいから　あらわれた　ＵＢ。 みずからの　からだを　みせつけてくるが じまんなのか　いかくなのか　ふめい。"
pheromosa,"きけんなＵＢの　いっしゅ。　すさまじい そくどで　だいちを　しっそうする すがたが　もくげき　されている。"
xurkitree,"It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity."
celesteela,"ウルトラホールから　あらわれた。 こうそくで　そらを　とぶ　すがたが もくげき　された　ウルトラビースト。"
kartana,"ウルトラホールから　あらわれた　ＵＢ。 みずから　てきを　おそわないようだが するどい　ぜんしんは　きょうきだ。"
guzzlord,"やまを　くらい　けずり　ビルを のみこむ　すがたが　ほうこく　された。 ウルトラビーストの　いっしゅ。"
necrozma,"ちかで　ねむりに　ついていたようだ。 たいこに　べつせかいから　やってきたと おもわれる　ＵＢらしき　せいぶつ。"
magearna,"５００ねんいじょうまえに　つくられた じんぞうポケモン。　ひとの　ことばを りかいするが　しゃべれない。"
marshadow,"かげのなかに　ひそむことが　でき ひとまえに　すがたを　みせないので そのそんざいは　まぼろし　だった。"
poipole,"いせかいに　おいては　たびだちの パートナーに　えらばれるほど したしまれている　ウルトラビースト。"
naganadel,"たいないに　すうひゃくリットルの どくえきを　ためている。　ＵＢと よばれる　せいぶつの　いっしゅ。"
stakataka,"ウルトラホールから　しゅつげんした。 ふくすうの　せいめいが　つみあがり １ぴきを　けいせいしている　ようだ。"
blacephalon,"クネクネうごいて　ひとに　ちかづくと とつぜん　あたまを　ばくはつさせた。 ウルトラビーストの　いっしゅらしい。"
zeraora,"りょうてあしの　ツメを　たいでんさせ あいてを　やつざき。　かわされても とびちる　でんげきで　かんでんさせる。"
meltan,"とろりと　とけた　はがねの　からだ。 ちちゅうの　てつぶんや　きんぞくを とかして　きゅうしゅうする。"
melmetal,"てつを　うみだす　ちからを　もつと あがめられていた。　３０００ねんの ときを　へて　なぜか　よみがえった。"
grookey,"とくべつな　スティックで　リズムを きざむと　くさばなを　げんきにする パワーが　おんぱになって　ひろがる。"
thwackey,"２ほんの　スティックで　はげしい ビートを　きざめる　バチンキーほど なかまたちの　そんけいを　あつめる。"
rillaboom,"Controlla il potere del suo ceppo speciale usandolo come un tamburo e lotta servendosi delle radici."
scorbunny,"はしりまわって　たいおんを　あげると ほのおエネルギーが　からだを　めぐり ほんらいの　ちからを　はっきできる。"
raboot,"ふかふかの　たいもうで　さむさに つよくなり　さらに　こうおんの ほのおわざを　だせるようになった。"
cinderace,"Grâce au pouvoir du Gigamax, ses ballons de feu dépassent parfois les 100 mètres de diamètre."
sobble,"おびえると　タマネギ１００コぶんの さいるいせいぶんを　もつ　なみだを ながして　もらいなき　させる。"
drizzile,"ての　ひらから　でる　すいぶんを まるめて　つくった　みずの　たまを つかい　ずのうせんを　くりひろげる。"
inteleon,"たさいな　きのうを　かくしもつ。 ゆびから　みずを　ふんしゃして せなかの　ひまくで　かぜに　のる。"
skwovet,"ガラルの　いたるところに　いる。 さゆうの　ほっぺに　きのみを たくわえていないと　ふあん。"
greedent,"しっぽに　きのみを　ためこむ。 ためこみすぎて　ポロポロ　こぼすが にぶいので　きがつかない。"
rookidee,"どんな　きょうてきにも　いどみかかる ゆうかんな　せいしつ。　かえりうちに あいながらも　きたえられていく。"
corvisquire,"あしで　こいしを　つかんで　なげたり ロープを　てきに　まきつけるなど どうぐを　あつかう　ちえを　もつ。"
corviknight,"ガラルちほうの　そらでは　てきなし。 くろびかりする　はがねの　すがたは あいてを　いあつし　おそれさせる。"
blipbug,"いつも　せっせと　じょうほうを あつめているので　かしこい。 ただし　ちからは　いまいちだ。"
dottler,"ほぼ　うごかないが　いきている。 のまずくわずで　からに　こもるうち ちょうのうりょくに　めざめたらしい。"
orbeetle,"かしこい　ポケモンとして　ゆうめい。 おおきな　のうみそは　きょうりょくな サイコパワーを　もつ　あかし。"
nickit,"ほかの　ポケモンが　みつけた　エサを かすめて　くらしている。　ふかふかの にくきゅうは　あしおとを　たてない。"
thievul,"ねらった　エモノは　こっそり マーキング。　においを　たどって ゆだん　したころ　ぬすみに　くるぞ。"
gossifleur,"いっぽんあしを　じめんに　さして ひのひかりを　たっぷり　あびると はなびらが　あざやかに　いろづく。"
eldegoss,"わたげの　タネは　えいようまんてん。 かぜに　のせて　とばして　くさきや ポケモンたちを　げんきにさせる。"
wooloo,"捲捲的體毛彈性十足。 就算從懸崖上掉下去， 也不會受傷。"
